Age,Gender,Weight_kg,Height_m,Max_BPM,Avg_BPM,Resting_BPM,Session_Duration_hours,Calories_Burned,Fat_Percentage,Water_Intake_liters,Workout_Frequency_days/week,Experience_Level,BMI,Daily_meals_frequency,Physical_exercise,Carbs,Proteins,Fats,Calories,meal_name,meal_type,diet_type,sugar_g,sodium_mg,cholesterol_mg,serving_size_g,cooking_method,prep_time_min,cook_time_min,rating,Name_of_Exercise,Sets,Reps,Benefit,Burns_Calories_per_30_min,Target_Muscle_Group,Equipment_Needed,Difficulty_Level,Body_Part,Type_of_Muscle,Workout,BMI_calc,cal_from_macros,pct_carbs,protein_per_kg,pct_HRR,pct_maxHR,cal_balance,lean_mass_kg,expected_burn,Burns_Calories_per_30_min_bc,Burns_Calories_Bin
43.43,Female,86.64,1.97,197.17,167.01,50.11,1.66,1723.74,24.03566664147836,3.5,4.98,2.98,22.32,1.99,2.03,303.16,122.29,81.27,2502.0,Other,Lunch,Keto,15.76,355.56,59.53,360.39,Baked,39.97,117.55,1.19,Mountain Climbers,4.0,18.96,Strengthens back and improves posture,347.75,"Core, Shoulders, Legs",Low Bar or TRX,Advanced,Legs,Wrist Extensors,Bicycle crunches,22.32471849313304,2433.23,0.4983663689827924,1.411472760849492,0.7949136406908744,0.8470355530760257,778.26,65.81549842182315,1154.53,8.205331193784266e+19,Medium
50.0,Female,70.93,1.55,160.2,142.75,58.06,0.74,651.2,32.00500324573907,2.71,2.01,1.0,29.52,3.99,-0.01,293.15,117.57,78.29,1849.0,Other,Lunch,Paleo,40.15,868.35,78.79,201.42,Boiled,54.83,77.85,3.91,Thrusters,5.0,24.03,Targets abdominal muscles,339.66,"Core, Lower Back",None or Dumbbell,Beginner,Chest,Lower Chest,Plate pinch,29.52341311134235,2347.49,0.4995122449935889,1.6575496968842518,0.8291560603093794,0.8910736579275905,1197.8,48.22885119779728,502.69680000000005,6.770140594006739e+19,Medium
51.16,Female,44.46,1.63,198.19,136.95,69.06,1.07,1028.06,21.1690550417286,2.1,4.01,2.01,16.73,3.99,1.01,209.17,83.89,56.04,1413.0,Other,Snack,Low-Carb,49.43,2330.34,231.6,467.52,Roasted,27.75,54.86,2.11,Inverted Rows,4.99,18.08,Strengthens lower body,341.18,"Shoulders, Upper Back",Cable Machine,Intermediate,Back,Upper,Romanian deadlifts,16.73378749670669,1676.6,0.4990337587975665,1.886864597390913,0.5257492449469526,0.6910035824209092,384.94000000000005,35.048238128447466,730.1252000000001,7.021600900364904e+19,Medium
56.21,Female,49.94,1.7,174.8,145.61,57.9,1.28,1127.42,20.576954736627822,2.29,1.99,1.01,17.28,3.0,-0.06,219.64,88.82,58.66,1500.0,Other,Lunch,Vegan,34.38,1589.77,15.55,244.24,Steamed,29.76,57.56,4.08,Plank,5.0,20.06,Targets lower abs,330.07,"Legs, Shoulders, Core",Step or Box,Intermediate,Abs,Upper,Incline dumbbell flyes,17.280276816608996,1761.7799999999995,0.4986774739184234,1.778534241089307,0.7502994011976049,0.8330091533180778,372.5799999999999,39.66386880452807,844.9792,5.358090772094137e+19,Low
30.51,Female,61.67,1.52,178.28,138.05,71.08,1.78,1849.78,31.366012647114616,2.69,4.0,2.99,26.69,3.01,2.0,338.51,134.47,89.75,1727.0,Other,Breakfast,Vegetarian,37.11,720.82,9.16,366.22,Grilled,52.1,114.91,1.9,Wall Angels,5.0,18.88,Strengthens core and improves mobility,347.38,"Core, Shoulders, Legs",Resistance Band or Cable Machine,Advanced,Forearms,Triceps,Cable crossovers,26.692347645429365,2699.67,0.5015575977804695,2.180476730987514,0.6247201492537314,0.774343728965672,-122.77999999999996,42.326580000524416,1236.6728,8.1342916122768e+19,Medium
36.03,Female,58.54,1.77,176.24,147.34,63.0,1.65,1717.32,18.71937559947157,2.7,4.03,3.01,18.69,3.01,0.0,202.4,81.59,53.94,1452.0,Other,Snack,Vegetarian,38.8,1021.49,275.35,305.93,Fried,54.74,35.9,3.83,Bench Press,4.0,20.87,Improves posture and strengthens upper back,359.34,"Obliques, Core",Dumbbells,Beginner,Back,Posterior,Cable crossovers,18.68556289699639,1621.42,0.4993154148832505,1.393747864707892,0.7447898269162839,0.8360190649114844,-265.31999999999994,47.58167752406934,1185.822,1.0725158927462683e+20,High
49.67,Female,87.77,1.6,181.93,121.88,66.86,0.76,668.19,31.828938233100804,3.09,1.97,1.0,34.29,2.01,2.99,380.96,152.61,101.41,2189.0,Other,Lunch,Vegan,20.43,837.56,121.78,244.94,Steamed,48.61,111.65,1.21,Kettlebell Swings,5.01,23.05,Builds lower body power,373.89,"Shoulders, Triceps",Bench or Step,Intermediate,Chest,Anterior,Plate pinch,34.28515624999999,3046.97,0.5001165091878161,1.7387490030762225,0.4781437385938993,0.6699279942835156,1520.81,59.83374091280742,568.3128,1.4833036921981904e+20,Very High
21.27,Female,51.37,1.71,174.38,132.28,73.3,1.07,1028.06,20.16496024608476,2.2,3.01,2.01,17.57,2.01,0.98,307.73,122.81,82.14,1538.0,Other,Snack,Paleo,26.02,1842.66,211.09,336.04,Baked,17.2,112.77,0.97,Flutter Kicks,5.0,14.95,Full body workout,336.8,"Core, Shoulders, Hips",None or Dumbbells,Intermediate,Shoulders,Upper,Bent-over rows,17.56779863889744,2461.42,0.5000853166058616,2.3906949581467782,0.5834982192322913,0.7585732308751004,509.94000000000005,41.01125992158626,720.7520000000001,6.318352740522625e+19,Low
34.96,Female,97.72,1.71,188.12,144.71,71.74,1.33,1277.86,35.0,2.89,3.03,2.01,33.42,2.0,0.99,262.57,105.72,70.23,2690.0,Other,Breakfast,Keto,1.51,2435.89,227.3,491.1,Fried,46.14,92.49,1.91,Plyo Squats,2.98,7.98,Builds explosive power,280.38,"Back, Biceps",Bench or Sturdy Surface,Advanced,Legs,Lower Chest,Leg curls,33.41882972538559,2105.23,0.4988908575310061,1.0818665575112567,0.6269977659391649,0.7692430363597704,1412.14,63.518,745.8108,1.4140323792181189e+19,Low
58.99,Female,126.1,1.69,167.8,149.05,68.21,1.23,1083.38,35.0,2.9,3.0,1.01,44.15,2.99,0.0,240.58,95.47,63.62,3430.0,Other,Snack,Low-Carb,34.87,387.31,243.49,295.66,Grilled,16.73,53.02,1.98,Russian Twists,4.02,15.13,Strengthens triceps and chest,356.85,"Core, Shoulders, Legs",Cable Machine or Resistance Band,Beginner,Arms,Middle,Barbell squats,44.15111515703232,1916.78,0.5020503135466773,0.7570975416336241,0.8117280851491114,0.8882598331346842,2346.62,81.965,877.851,1.0132926029133922e+20,High
44.7,Female,85.08,1.86,185.82,135.98,66.08,1.64,1709.54,27.36519777741076,3.5,4.97,3.03,24.59,1.99,0.02,254.51,101.67,67.58,2417.0,Other,Snack,Balanced,29.9,1923.83,299.93,335.9,Roasted,35.77,102.05,2.32,Dead Bugs,3.02,11.92,Targets obliques and improves core rotation,180.26,"Core, Shoulders, Hips",None or Dumbbell,Beginner,Forearms,Quads,Chest flyes,24.59243843218869,2032.94,0.5007722805395142,1.1949929478138224,0.5837648237848672,0.7317834463459262,707.46,61.79768973097893,591.2528,3.8540706872303565e+17,Low
55.36,Female,118.63,1.72,162.75,167.98,66.98,0.77,679.45,35.0,2.6,2.98,1.03,40.1,3.03,-0.03,210.57,82.85,55.55,3059.0,Other,Dinner,Low-Carb,8.35,821.21,97.49,133.11,Grilled,18.75,48.83,1.31,Incline Push-ups,5.0,24.02,Improves cardiovascular fitness,345.54,"Obliques, Core",Cable Machine or Resistance Band,Advanced,Abs,Wrist Extensors,Towel pull-up,40.099378042184966,1673.63,0.5032653573370458,0.6983899519514456,1.0546100031325047,1.0321351766513056,2379.55,77.1095,532.1316,7.788972092161258e+19,Medium
53.94,Female,85.86,1.76,188.96,157.69,68.0,1.48,1420.8,23.766042092788705,3.4,3.01,2.0,27.72,2.97,0.01,294.55,119.4,78.99,2251.0,Other,Snack,Low-Carb,15.88,2423.27,233.97,352.25,Boiled,26.52,66.47,2.68,Flutter Kicks,5.02,16.9,Improves balance and coordination,336.99,"Quadriceps, Hamstrings, Glutes",Dumbbells or Barbell,Intermediate,Arms,Grip Strength,Close-grip bench press,27.71823347107438,2366.71,0.4978218708671531,1.390635918937806,0.7414847883597883,0.8345152413209145,830.2,65.45447625913161,997.4904,6.347523614371609e+19,Low
40.01,Female,52.32,1.61,198.38,128.18,70.01,0.85,747.32,23.097525749207527,3.27,1.99,1.0,20.18,1.99,0.03,216.7,86.17,57.39,1514.0,Other,Dinner,Balanced,26.88,1939.78,33.36,139.79,Boiled,28.88,79.75,2.58,Prone Cobras,3.98,23.05,Improves core stability and upper body strength,359.18,"Biceps, Forearms",None or Dumbbells,Beginner,Forearms,Lower Chest,Bicep Curls,20.184406465799928,1727.99,0.5016232732828315,1.6469801223241591,0.4531432577705071,0.6461336828309305,766.68,40.235374528014624,610.606,1.068621040162328e+20,High
43.67,Female,61.42,1.55,195.6,129.31,65.96,1.41,1358.11,28.269234231884045,2.61,4.01,2.04,25.57,2.99,-0.03,234.39,93.65,62.86,1842.0,Other,Snack,Vegetarian,11.44,2198.69,174.72,278.01,Raw,9.97,83.92,4.26,Seated Rows,5.0,16.01,Strengthens lower abs and hip flexors,345.26,"Core, Lower Back",Resistance Band or Cable Machine,Beginner,Back,Lateral,Leg curls,25.56503642039542,1877.9,0.4992598114915597,1.5247476392054706,0.4886609071274299,0.6610940695296523,483.8900000000001,44.05703633477682,973.6332,7.737568153802778e+19,Medium
53.99,Female,46.83,1.5,175.03,165.09,57.88,1.39,1225.42,22.1559187605644,1.99,2.0,1.02,20.81,1.96,1.03,286.58,114.91,76.76,1224.0,Other,Lunch,Paleo,13.05,424.62,193.4,316.93,Fried,42.14,67.29,1.9,Lateral Raises,5.01,21.04,Builds shoulder width,346.13,"Legs, Shoulders, Core",Dumbbells,Beginner,Forearms,Lateral,Plank,20.813333333333333,2296.8,0.4990943921978404,2.453768951526799,0.9151515151515152,0.9432097354739188,-1.4200000000000728,36.45438324442769,962.2414,7.898270009607586e+19,Medium
18.76,Female,95.99,1.85,190.18,142.97,50.18,1.2,1151.04,28.89293754364736,2.31,4.0,1.99,28.05,2.01,1.04,297.85,118.88,79.13,2375.0,Other,Lunch,Vegan,25.09,816.75,297.86,296.39,Baked,60.29,15.85,2.57,Bicycle Crunches,4.99,18.11,Builds unilateral leg strength,360.14,"Core, Shoulders, Hips",Dumbbells or Barbell,Intermediate,Shoulders,Lower Chest,Decline dumbbell press,28.04674945215485,2379.09,0.5007797098890753,1.238462339827065,0.6627857142857142,0.7517614891155747,1223.96,68.2556692518529,864.3359999999999,1.0921777015396008e+20,High
20.15,Female,71.42,1.69,166.98,163.08,52.01,1.28,1229.82,24.054003937738614,2.31,3.0,2.01,25.01,2.01,0.01,272.47,109.19,72.24,2033.0,Other,Breakfast,Low-Carb,41.35,543.81,105.74,385.98,Fried,27.31,117.88,3.7,Tricep Extensions,5.02,24.99,Builds unilateral leg strength,331.77,"Glutes, Hamstrings",Resistance Band,Advanced,Shoulders,Lower,Decline cable crossovers,25.006127236441305,2176.8,0.5006798970966556,1.528843461215346,0.9660781073323478,0.9766439094502336,803.1800000000001,54.24063038766709,849.3312,5.5876749817261015e+19,Low
52.25,Female,52.05,1.67,168.99,124.12,52.12,1.51,1330.01,26.39575908026055,1.51,1.99,1.01,18.66,3.02,-0.03,284.42,113.13,75.02,1543.0,Other,Lunch,Low-Carb,29.81,1444.08,136.69,176.81,Fried,51.56,67.95,1.52,Box Jumps,5.0,18.05,Targets lower chest,350.27,Quadriceps,Low Bar or TRX,Intermediate,Legs,Lower,Standing calf raises,18.66327225787945,2265.38,0.5022027209563076,2.1734870317002883,0.6160691366475571,0.7344813302562282,212.99,38.31100739872438,1057.8154,8.703826637252464e+19,High
53.62,Female,67.67,1.55,164.13,130.68,64.73,1.41,1355.86,30.867365885134586,2.18,3.98,2.02,28.17,2.99,0.0,247.88,98.61,66.0,1784.0,Other,Dinner,Keto,11.55,495.05,107.72,286.03,Baked,23.63,68.35,3.29,Pull-ups,4.99,23.02,Strengthens core and improves mobility,360.47,Full Core,Bench or Chair,Advanced,Forearms,Lower,Barbell squats,28.16649323621228,1979.96,0.5007777934907776,1.4572188562139796,0.6634808853118713,0.7961981356242004,428.1400000000001,46.78205350552943,1016.5254,1.1003799346299296e+20,High
55.13,Female,43.45,1.69,186.37,140.46,55.86,0.9,792.0,20.627519791132183,2.4,2.0,1.0,15.21,3.01,1.01,230.32,92.77,61.2,1375.0,Other,Dinner,Vegan,25.75,2480.41,86.37,164.15,Boiled,9.69,52.29,1.68,Renegade Rows,5.01,24.92,Strengthens lower abs,363.35,"Full Body, Core, Shoulders",Bench or Step,Advanced,Legs,Wrist Extensors,Hanging leg raises,15.213052764258958,1843.16,0.4998372360511296,2.135097813578826,0.6482261895640182,0.753662070075656,583.0,34.487342650753064,654.0300000000001,1.174290147615478e+20,Very High
22.92,Female,114.94,1.6,182.31,162.91,59.96,1.47,1412.38,35.0,2.7,4.03,2.01,44.9,3.0,0.04,269.42,108.06,72.48,3054.0,Other,Snack,Keto,37.98,952.51,29.15,212.53,Baked,49.92,35.86,3.42,Burpees,4.0,23.96,Targets upper chest,352.82,Triceps,None or Dumbbell,Intermediate,Back,Lateral,Incline dumbbell press,44.89843749999999,2162.24,0.4984090572739381,0.940142683139029,0.8414384961176951,0.8935878448796006,1641.62,74.711,1037.2908,9.235127746953671e+19,High
18.94,Female,48.83,1.69,176.03,146.93,64.13,1.04,916.86,20.24752427013097,2.43,3.03,1.02,17.1,3.97,0.02,185.81,73.65,49.34,1553.0,Other,Lunch,Keto,42.93,829.51,131.33,437.75,Fried,25.57,54.1,2.03,Thrusters,4.01,24.02,Builds unilateral leg strength and balance,359.11,"Chest, Triceps, Shoulders",Bench or Step,Intermediate,Back,Wrist Flexors,Incline cable crossovers,17.096740310213228,1481.9,0.5015453134489506,1.5082940815072703,0.739946380697051,0.8346872692154746,636.14,38.94313389889505,746.9488,1.0669209506388764e+20,High
29.09,Female,56.02,1.77,190.93,123.09,60.9,0.68,598.4,20.154834981853146,2.61,3.0,1.0,17.88,2.99,-0.01,183.7,73.47,48.99,1528.0,Other,Lunch,Vegan,34.4,1216.65,13.31,174.79,Boiled,54.92,31.44,3.99,Resistance Band Pull-Aparts,4.99,18.92,Improves posture and strengthens upper back,366.88,"Legs, Shoulders, Core",Bench or Step,Beginner,Back,Upper,Barbell curls,17.881196335663443,1469.59,0.5000034023094877,1.3114958943234558,0.4782742444051373,0.6446865343319541,929.6,44.72926144316588,498.9568,1.2708002770361978e+20,Very High
58.11,Female,75.74,1.69,175.02,162.01,53.01,1.28,1230.85,23.088246255012404,2.31,3.99,2.02,26.52,2.02,0.04,189.03,75.77,50.04,2137.0,Other,Breakfast,Paleo,14.86,1816.93,141.19,447.25,Boiled,30.44,63.27,1.6,Bicycle Crunches,4.01,15.89,Improves balance and leg strength,331.97,Calves,Bench or Chair,Beginner,Abs,Quads,Wrist extension,26.51867931795105,1509.56,0.5008876758790641,1.0003960918933192,0.8933693959511514,0.9256656382127756,906.15,58.2529622864536,849.8432000000001,5.615244476376647e+19,Low
48.88,Female,70.11,1.67,186.12,166.22,50.02,0.93,819.14,29.389036468543967,1.79,3.03,1.01,25.14,3.01,-0.03,168.01,67.33,45.15,1902.0,Other,Breakfast,Vegetarian,26.22,904.22,76.23,471.31,Boiled,15.24,48.07,1.22,Plyometric Push-ups,4.02,17.12,Strengthens triceps and chest,349.36,"Quadriceps, Hamstrings, Glutes",Resistance Band or Cable Machine,Intermediate,Chest,Posterior,Pull-ups,25.13894366954713,1347.7099999999998,0.4986532711043177,0.9603480245328768,0.8537839823659074,0.8930797335052654,1082.86,49.50534653190383,649.8096,8.520830950266084e+19,High
53.58,Female,50.2,1.61,187.96,157.65,66.81,1.48,1302.4,24.03579327105845,2.71,2.04,1.0,19.37,2.01,0.97,312.86,125.34,83.31,1506.0,Other,Snack,Paleo,26.83,1193.37,159.08,454.75,Fried,14.17,64.01,1.52,Face Pulls,2.98,9.98,Activates and strengthens glutes,290.6,"Rear Deltoids, Upper Back",Box or Platform,Beginner,Legs,Wrist Flexors,Barbell hip thrusts,19.36653678484626,2502.59,0.5000579399741867,2.496812749003984,0.749814279818407,0.8387422855926793,203.5999999999999,38.13403177792866,860.176,1.894016221291321e+19,Low
33.66,Female,92.02,1.76,175.09,143.07,72.76,0.74,651.79,31.78996114759228,3.52,3.01,1.01,29.71,4.02,-0.01,167.85,66.26,44.69,2382.0,Other,Dinner,Paleo,26.76,2370.07,34.1,170.39,Boiled,8.85,116.72,1.46,Renegade Rows,4.98,20.99,Improves core stability,358.32,Shoulders,Dumbbells,Intermediate,Legs,Wrist Flexors,Incline cable crossovers,29.706869834710744,1338.65,0.5015500690994659,0.7200608563355793,0.6870907847161144,0.8171226226512079,1730.21,62.76687775198559,530.3136,1.0478981982713438e+20,High
25.99,Female,54.54,1.53,174.9,148.32,54.02,1.14,1004.11,27.20051447873241,1.69,2.99,1.01,23.3,3.0,-0.02,278.33,111.62,74.33,1471.0,Other,Lunch,Paleo,30.99,1838.32,254.91,169.61,Roasted,7.49,114.09,3.53,Superman,4.99,17.95,Builds chest strength,364.84,"Quadriceps, Glutes",Resistance Band,Advanced,Arms,Lower,Fat grip dumbbell curl,23.298731257208765,2228.77,0.4995221579615662,2.046571323799047,0.780112508272667,0.8480274442538592,466.89,39.70483940329935,831.8351999999999,1.21421186974952e+20,Very High
43.99,Female,97.73,1.83,193.93,130.0,55.89,1.27,1220.22,32.36186822550204,3.51,3.98,2.01,29.18,2.02,0.03,235.63,94.18,62.5,2612.0,Other,Breakfast,Paleo,32.64,2253.7,208.07,245.62,Roasted,24.8,39.41,4.88,Renegade Rows,4.99,24.03,Improves core rotation strength,354.45,Lower Abs,Dumbbells or Barbell,Advanced,Legs,Grip Strength,Leg curls,29.18271671295052,1881.74,0.5008768480236376,0.9636754323135168,0.5368733700376701,0.6703449698344763,1391.78,66.10274618321685,900.303,9.589471123430297e+19,High
43.97,Female,59.15,1.52,177.15,135.52,56.05,1.59,1656.14,26.68767852487398,2.7,5.0,3.02,25.6,2.0,3.97,398.87,158.1,106.57,1865.0,Other,Snack,Vegetarian,31.76,2274.28,136.85,183.44,Raw,49.79,67.21,3.71,Step-ups,5.0,20.15,Targets upper chest,344.94,"Lower Chest, Triceps",Box or Platform,Advanced,Arms,Grip Strength,Bicycle crunches,25.60162742382272,3187.01,0.5006197031073012,2.672865595942519,0.6562345169281586,0.765001411233418,208.8599999999999,43.36423815253704,1096.9092,7.679185694126806e+19,Medium
20.65,Female,67.87,1.61,160.84,151.9,74.01,1.33,1276.8,29.612254455661528,2.1,2.99,2.0,26.18,3.0,-0.01,234.19,93.34,63.05,1925.0,Other,Snack,Balanced,38.7,1767.19,-3.89,397.32,Roasted,14.66,106.17,3.28,Bicycle Crunches,5.0,17.98,Improves lower back strength,349.35,"Legs, Core",Bench or Chair,Intermediate,Back,Upper,Dumbbell flyes,26.183403418078004,1877.57,0.4989214782937521,1.375276263444821,0.8970401934815156,0.9444168117383736,648.2,47.77216290094252,929.271,8.5188389198262e+19,High
21.94,Female,44.75,1.72,166.09,132.07,54.17,1.48,1421.98,18.155963498086283,1.81,4.01,2.01,15.13,3.01,-0.01,177.35,70.04,46.69,1205.0,Other,Lunch,Vegan,16.34,2340.51,154.37,470.64,Fried,14.77,28.24,2.47,Push-ups,5.0,21.97,Builds calf muscles,330.71,"Triceps, Chest",Bench or Chair,Intermediate,Abs,Lower Chest,Dumbbell flyes,15.126419686316927,1409.77,0.5032026500776723,1.5651396648044693,0.6960328806290207,0.7951712926726473,-216.98,36.62520633460639,978.9016,5.443531264901498e+19,Low
32.96,Female,53.73,1.52,194.15,125.8,73.03,1.01,891.22,26.749285112132647,2.29,2.0,1.03,23.26,1.98,0.03,240.58,96.05,64.27,1507.0,Other,Lunch,Paleo,4.85,1550.88,219.97,298.1,Fried,16.68,12.27,3.19,Bench Press,3.99,16.13,Improves back strength and posture,336.41,Full Body,Resistance Band,Advanced,Forearms,Lats,Bent-over rows,23.25571329639889,1924.95,0.4999194784280112,1.787641913270054,0.4356836195508586,0.6479526139582796,615.78,39.35760910925113,679.5482000000001,6.258844169637182e+19,Low
43.34,Female,55.67,1.82,159.94,123.76,65.98,1.08,950.4,18.13996758258492,2.01,3.01,1.0,16.81,2.99,0.0,274.81,109.96,73.18,1506.0,Other,Snack,Keto,13.28,116.95,46.7,337.46,Raw,58.27,103.68,3.99,Lat Pulldowns,5.0,18.92,Activates and strengthens glutes,332.08,"Full Body, Core, Shoulders",Dumbbells or Barbell,Intermediate,Abs,Lower,Bent-over rows,16.8065451032484,2197.7,0.5001774582518087,1.975211065205676,0.6149425287356323,0.7737901713142429,555.6,45.57148004677498,717.2928,5.630458542987081e+19,Low
44.22,Female,61.78,1.55,195.9,128.97,65.96,1.42,1365.47,29.55698518544749,2.61,3.99,2.02,25.71,2.99,-0.0,235.2,93.8,62.65,1796.0,Other,Snack,Vegetarian,11.35,2189.84,176.65,280.11,Grilled,10.21,83.23,4.32,Plyometric Push-ups,4.99,15.94,Strengthens back and improves posture,344.57,Lower Abs,Bench or Step,Beginner,Shoulders,Wrist Extensors,Towel pull-up,25.71488033298647,1879.85,0.5004654626698939,1.5182907089673032,0.48491611513006,0.6583460949464012,430.53,43.519694552430536,978.5788,7.61216337773707e+19,Medium
27.05,Female,58.43,1.79,163.85,143.18,72.98,1.39,1224.31,22.35217087451363,1.49,2.0,1.01,18.24,2.01,-0.01,207.77,83.04,55.64,1565.0,Other,Lunch,Vegetarian,16.42,617.91,198.31,220.91,Baked,30.31,114.13,3.8,Step-ups,4.0,15.09,Targets biceps and forearms,354.54,Full Core,Step or Box,Intermediate,Abs,Lats,Standing calf raises,18.236010112043942,1664.0,0.4994471153846154,1.4211877460208795,0.7725321888412018,0.8738480317363443,340.69000000000005,45.369626558021686,985.6212,9.609379103431434e+19,High
19.77,Female,43.37,1.61,177.47,122.18,68.88,1.08,950.4,17.995975008380075,2.52,1.98,1.0,16.73,3.01,0.03,184.14,72.9,48.91,1152.0,Other,Snack,Paleo,40.65,150.81,269.47,168.86,Boiled,35.54,77.74,3.62,Leg Raises,5.01,23.95,Builds explosive power,339.76,"Glutes, Hamstrings, Core",Bench or Sturdy Surface,Intermediate,Back,Lateral,Hyperextensions,16.731607576868175,1468.35,0.5016242721422004,1.6808854046575976,0.4908370936550328,0.6884543866568998,201.6,35.56514563886556,733.8816,6.786437610798676e+19,Medium
49.29,Female,84.76,1.68,196.65,162.73,74.19,1.81,1880.95,28.115381387638056,3.49,3.98,2.99,30.03,2.99,1.99,232.15,92.7,61.52,2591.0,Other,Snack,Paleo,20.53,1568.26,184.32,140.89,Boiled,57.01,119.33,3.0,Burpees,4.01,16.17,Targets lower abs,347.51,"Glutes, Hamstrings, Core",Dumbbells,Advanced,Chest,Triceps,Bent-over lateral raises,30.031179138322003,1853.08,0.5011116627452673,1.0936762623879188,0.7230115956230605,0.8275108060005084,710.05,60.92940273583799,1257.9862,8.15918968807151e+19,Medium
35.68,Female,109.34,1.62,192.93,141.03,67.83,0.84,737.86,35.0,3.5,2.97,1.0,41.66,2.01,0.99,214.26,85.56,57.29,2857.0,Other,Dinner,Balanced,10.03,2264.83,101.0,344.04,Steamed,45.17,112.95,1.47,Bench Press,4.99,16.97,Targets upper chest,375.2,"Upper Chest, Triceps",Kettlebell,Beginner,Chest,Lats,Hyperextensions,41.66285627190976,1714.89,0.4997638332487798,0.7825132613865008,0.5851318944844125,0.7309905146944488,2119.14,71.071,630.336,1.526300147254015e+20,Very High
38.04,Female,59.17,1.72,195.71,148.14,68.0,1.06,1017.6,22.16791918094325,1.71,2.99,2.0,20.0,1.99,-0.02,243.1,96.61,65.37,1498.0,Other,Snack,Keto,7.76,442.33,208.19,343.83,Baked,14.93,43.46,4.08,Deadlift,5.02,25.0,Improves balance and leg strength,331.03,"Lower Chest, Triceps",Resistance Band or Cable Machine,Intermediate,Arms,Wrist Flexors,Decline dumbbell press,20.0006760411033,1947.17,0.4993914244775751,1.632753084333277,0.6275154647247669,0.756936283276276,480.4,46.05324222063588,701.7836,5.486698293769428e+19,Low
40.78,Female,72.22,1.84,174.97,133.01,58.03,1.13,1084.8,23.706037467434307,2.78,2.99,2.0,21.33,3.0,-0.01,219.83,87.18,57.7,1944.0,Other,Lunch,Vegan,48.13,757.77,139.76,310.71,Grilled,6.56,23.42,3.83,Lunges,4.99,22.89,Enhances full-body coordination and stability,342.35,"Legs, Core",Barbell,Advanced,Abs,Posterior,Wrist extension,21.33152173913044,1747.34,0.5032334863277896,1.2071448352256993,0.6411835129126047,0.7601874607075498,859.2,55.09949974101895,773.711,7.220707204814879e+19,Medium
